country,industry,ai_tool,year,age_group,company_size,avg_adoption_rate,total_dau,records_count
Australia,Manufacturing,Stable Diffusion,2024,18-24,Enterprise,50.1338461538462,62150,13
Australia,Manufacturing,Stable Diffusion,2024,18-24,SME,48.9136363636364,96651,22
Australia,Manufacturing,Stable Diffusion,2024,18-24,Startup,44.2957142857143,73067,14
Australia,Manufacturing,Stable Diffusion,2024,25-34,Enterprise,51.211875,98047,16
Australia,Manufacturing,Stable Diffusion,2024,25-34,SME,43.4314285714286,80647,14
Australia,Manufacturing,Stable Diffusion,2024,25-34,Startup,61.5841176470588,89428,17
Australia,Manufacturing,Stable Diffusion,2024,35-44,Enterprise,48.1415384615385,59566,13
Australia,Manufacturing,Stable Diffusion,2024,35-44,SME,54.038,82697,15
Australia,Manufacturing,Stable Diffusion,2024,35-44,Startup,58.752,89480,20
Australia,Manufacturing,Stable Diffusion,2024,45-54,Enterprise,55.928125,64797,16
Australia,Manufacturing,Stable Diffusion,2024,45-54,SME,51.21,60105,12
Australia,Manufacturing,Stable Diffusion,2024,45-54,Startup,50.5295,94273,20
Australia,Manufacturing,Stable Diffusion,2024,55+,Enterprise,49.9007692307692,64872,13
Australia,Manufacturing,Stable Diffusion,2024,55+,SME,53.315,80451,14
Australia,Manufacturing,Stable Diffusion,2024,55+,Startup,52.2181818181818,58978,11
Australia,Retail,Bard,2023,18-24,Enterprise,53.57,27082,8
Australia,Retail,Bard,2023,18-24,SME,45.702,30426,5
Australia,Retail,Bard,2023,18-24,Startup,85.17,6848,1
Australia,Retail,Bard,2023,25-34,Enterprise,42.095,35800,6
Australia,Retail,Bard,2023,25-34,SME,78.5433333333333,6874,3
Australia,Retail,Bard,2023,25-34,Startup,42.015,16368,4
Australia,Retail,Bard,2023,35-44,Enterprise,57.3366666666667,12786,3
Australia,Retail,Bard,2023,35-44,SME,51.906,26344,5
Australia,Retail,Bard,2023,35-44,Startup,73.6066666666667,16428,3
Australia,Retail,Bard,2023,45-54,Enterprise,57.13,13967,3
Australia,Retail,Bard,2023,45-54,SME,48.8666666666667,28091,6
Australia,Retail,Bard,2023,45-54,Startup,47.61,35820,7
Australia,Retail,Bard,2023,55+,Enterprise,18.6366666666667,13642,3
Australia,Retail,Bard,2023,55+,SME,56.3133333333333,28074,9
Australia,Retail,Bard,2023,55+,Startup,48.1,16706,3
Australia,Retail,Bard,2024,18-24,Enterprise,33.3233333333333,35126,6
Australia,Retail,Bard,2024,18-24,SME,37.68,55916,10
Australia,Retail,Bard,2024,18-24,Startup,51.3788888888889,58411,9
Australia,Retail,Bard,2024,25-34,Enterprise,47.4858333333333,72314,12
Australia,Retail,Bard,2024,25-34,SME,37.97,37659,10
Australia,Retail,Bard,2024,25-34,Startup,51.2,20701,6
Australia,Retail,Bard,2024,35-44,Enterprise,50.28625,55282,8
Australia,Retail,Bard,2024,35-44,SME,64.834,52714,10
Australia,Retail,Bard,2024,35-44,Startup,65.864,13952,5
Australia,Retail,Bard,2024,45-54,Enterprise,41.8685714285714,39483,7
Australia,Retail,Bard,2024,45-54,SME,46.5628571428571,42342,7
Australia,Retail,Bard,2024,45-54,Startup,50.3525,59474,12
Australia,Retail,Bard,2024,55+,Enterprise,62.2318181818182,66620,11
Australia,Retail,Bard,2024,55+,SME,46.7442857142857,80152,14
Australia,Retail,Bard,2024,55+,Startup,49.8957142857143,26069,7
Australia,Retail,ChatGPT,2023,18-24,Enterprise,53.1468421052632,71669,19
Australia,Retail,ChatGPT,2023,18-24,SME,50.1886666666667,73748,15
Australia,Retail,ChatGPT,2023,18-24,Startup,56.218,77696,15
Australia,Retail,ChatGPT,2023,25-34,Enterprise,49.0639130434783,121259,23
Australia,Retail,ChatGPT,2023,25-34,SME,57.5453846153846,52207,13
Australia,Retail,ChatGPT,2023,25-34,Startup,47.5095454545455,124276,22
Australia,Retail,ChatGPT,2023,35-44,Enterprise,52.818125,95226,16
Australia,Retail,ChatGPT,2023,35-44,SME,29.185,88678,14
Australia,Retail,ChatGPT,2023,35-44,Startup,37.4415384615385,81113,13
Australia,Retail,ChatGPT,2023,45-54,Enterprise,62.7546153846154,60351,13
Australia,Retail,ChatGPT,2023,45-54,SME,48.166875,85100,16
Australia,Retail,ChatGPT,2023,45-54,Startup,52.6631578947368,83364,19
Australia,Retail,ChatGPT,2023,55+,Enterprise,46.1465,87852,20
Australia,Retail,ChatGPT,2023,55+,SME,27.6875,75114,12
Australia,Retail,ChatGPT,2023,55+,Startup,47.7615,118653,20
Australia,Retail,ChatGPT,2024,18-24,Enterprise,45.2040625,169157,32
Australia,Retail,ChatGPT,2024,18-24,SME,46.6246153846154,196110,39
Australia,Retail,ChatGPT,2024,18-24,Startup,51.5311428571429,197174,35
Australia,Retail,ChatGPT,2024,25-34,Enterprise,50.2461538461538,195706,39
Australia,Retail,ChatGPT,2024,25-34,SME,48.1040540540541,204606,37
Australia,Retail,ChatGPT,2024,25-34,Startup,47.492,184963,35
Australia,Retail,ChatGPT,2024,35-44,Enterprise,42.8193103448276,158221,29
Australia,Retail,ChatGPT,2024,35-44,SME,53.2722857142857,184687,35
Australia,Retail,ChatGPT,2024,35-44,Startup,50.1296428571429,141015,28
Australia,Retail,ChatGPT,2024,45-54,Enterprise,47.8551851851852,123055,27
Australia,Retail,ChatGPT,2024,45-54,SME,48.768,229456,45
Australia,Retail,ChatGPT,2024,45-54,Startup,47.0494285714286,188479,35
Australia,Retail,ChatGPT,2024,55+,Enterprise,57.19,182967,40
Australia,Retail,ChatGPT,2024,55+,SME,58.258125,153153,32
Australia,Retail,ChatGPT,2024,55+,Startup,47.9815909090909,238095,44
Australia,Retail,Claude,2023,18-24,Enterprise,46.5075,28167,4
Australia,Retail,Claude,2023,18-24,SME,20.22,6934,2
Australia,Retail,Claude,2023,18-24,Startup,81.03,1174,1
Australia,Retail,Claude,2023,25-34,Enterprise,62.3,14500,2
Australia,Retail,Claude,2023,25-34,SME,60.9,10434,2
Australia,Retail,Claude,2023,25-34,Startup,38.976,12868,5
Australia,Retail,Claude,2023,35-44,Enterprise,13.585,17851,4
Australia,Retail,Claude,2023,35-44,SME,40.55,10462,2
Australia,Retail,Claude,2023,35-44,Startup,54.24,7259,1
Australia,Retail,Claude,2023,45-54,Enterprise,8.35,8091,1
Australia,Retail,Claude,2023,45-54,SME,16.1,276,1
Australia,Retail,Claude,2023,45-54,Startup,69.68,8588,1
Australia,Retail,Claude,2023,55+,Enterprise,62.44,673,1
Australia,Retail,Claude,2023,55+,SME,59.56,12457,2
Australia,Retail,Claude,2023,55+,Startup,43.92,9520,1
Australia,Retail,Claude,2024,18-24,Enterprise,64.2728571428571,35259,7
Australia,Retail,Claude,2024,18-24,SME,32.0966666666667,17932,3
Australia,Retail,Claude,2024,18-24,Startup,56.752,61127,10
Australia,Retail,Claude,2024,25-34,Enterprise,28.635,18880,4
Australia,Retail,Claude,2024,25-34,SME,48.385,30344,6
Australia,Retail,Claude,2024,25-34,Startup,39.252,62433,10
Australia,Retail,Claude,2024,35-44,Enterprise,29.04,10237,3
Australia,Retail,Claude,2024,35-44,SME,11.96,15568,4
Australia,Retail,Claude,2024,35-44,Startup,41.3133333333333,29686,6
Australia,Retail,Claude,2024,45-54,Enterprise,62.34,6891,3
Australia,Retail,Claude,2024,45-54,SME,46.23,16808,3
Australia,Retail,Claude,2024,45-54,Startup,48.45,1108,1
Australia,Retail,Claude,2024,55+,Enterprise,47.5028571428571,33047,7
Australia,Retail,Claude,2024,55+,SME,57.3566666666667,25934,6
Australia,Retail,Claude,2024,55+,Startup,48.0825,18131,4
Australia,Retail,Midjourney,2023,18-24,Enterprise,50.9173333333333,88223,15
Australia,Retail,Midjourney,2023,18-24,SME,34.8263636363636,52159,11
Australia,Retail,Midjourney,2023,18-24,Startup,48.5085714285714,23115,7
Australia,Retail,Midjourney,2023,25-34,Enterprise,60.4028571428571,69917,14
Australia,Retail,Midjourney,2023,25-34,SME,43.3108333333333,51782,12
Australia,Retail,Midjourney,2023,25-34,Startup,53.7478571428571,80207,14
Australia,Retail,Midjourney,2023,35-44,Enterprise,34.19,30696,7
Australia,Retail,Midjourney,2023,35-44,SME,64.36,59883,11
Australia,Retail,Midjourney,2023,35-44,Startup,58.805,48308,8
Australia,Retail,Midjourney,2023,45-54,Enterprise,49.4741666666667,47740,12
Australia,Retail,Midjourney,2023,45-54,SME,41.8976923076923,49888,13
Australia,Retail,Midjourney,2023,45-54,Startup,53.15125,88573,16
Australia,Retail,Midjourney,2023,55+,Enterprise,37.1871428571429,28768,7
Australia,Retail,Midjourney,2023,55+,SME,62.2018181818182,72530,11
Australia,Retail,Midjourney,2023,55+,Startup,42.3271428571429,34152,7
Australia,Retail,Midjourney,2024,18-24,Enterprise,50.2309523809524,92765,21
Australia,Retail,Midjourney,2024,18-24,SME,44.4530769230769,140691,26
Australia,Retail,Midjourney,2024,18-24,Startup,45.769375,71957,16
Australia,Retail,Midjourney,2024,25-34,Enterprise,49.7027777777778,87203,18
Australia,Retail,Midjourney,2024,25-34,SME,49.9727586206897,145744,29
Australia,Retail,Midjourney,2024,25-34,Startup,51.9645454545455,132840,22
Australia,Retail,Midjourney,2024,35-44,Enterprise,45.3255555555556,75096,18
Australia,Retail,Midjourney,2024,35-44,SME,41.0545,110671,20
Australia,Retail,Midjourney,2024,35-44,Startup,58.49125,95873,16
Australia,Retail,Midjourney,2024,45-54,Enterprise,43.4058064516129,134898,31
Australia,Retail,Midjourney,2024,45-54,SME,51.8466666666667,127002,27
Australia,Retail,Midjourney,2024,45-54,Startup,59.7869565217391,132221,23
Australia,Retail,Midjourney,2024,55+,Enterprise,56.9926923076923,153480,26
Australia,Retail,Midjourney,2024,55+,SME,51.670625,186692,32
Australia,Retail,Midjourney,2024,55+,Startup,46.842380952381,119783,21
Australia,Retail,Stable Diffusion,2023,18-24,Enterprise,42.3925,15030,4
Australia,Retail,Stable Diffusion,2023,18-24,SME,44.9533333333333,13559,3
Australia,Retail,Stable Diffusion,2023,18-24,Startup,50.3733333333333,41766,9
Australia,Retail,Stable Diffusion,2023,25-34,Enterprise,33.2833333333333,15928,3
Australia,Retail,Stable Diffusion,2023,25-34,SME,40.775,51430,12
Australia,Retail,Stable Diffusion,2023,25-34,Startup,49.7,24424,6
Australia,Retail,Stable Diffusion,2023,35-44,Enterprise,58.8981818181818,59334,11
Australia,Retail,Stable Diffusion,2023,35-44,SME,34.24,4298,3
Australia,Retail,Stable Diffusion,2023,35-44,Startup,51.0233333333333,31021,6
Australia,Retail,Stable Diffusion,2023,45-54,Enterprise,51.04,23502,5
Australia,Retail,Stable Diffusion,2023,45-54,SME,74.695,20842,4
Australia,Retail,Stable Diffusion,2023,45-54,Startup,45.505,13432,4
Australia,Retail,Stable Diffusion,2023,55+,Enterprise,34.8845454545455,38661,11
Australia,Retail,Stable Diffusion,2023,55+,SME,46.9533333333333,9402,3
Australia,Retail,Stable Diffusion,2023,55+,Startup,59.2125,13115,4
Australia,Retail,Stable Diffusion,2024,18-24,Enterprise,32.4754545454545,82255,11
Australia,Retail,Stable Diffusion,2024,18-24,SME,60.5025,49559,8
Australia,Retail,Stable Diffusion,2024,18-24,Startup,35.4491666666667,50933,12
Australia,Retail,Stable Diffusion,2024,25-34,Enterprise,50.9963636363636,60835,11
Australia,Retail,Stable Diffusion,2024,25-34,SME,34.0433333333333,72091,15
Australia,Retail,Stable Diffusion,2024,25-34,Startup,58.594,76727,15
Australia,Retail,Stable Diffusion,2024,35-44,Enterprise,48.3716666666667,46779,12
Australia,Retail,Stable Diffusion,2024,35-44,SME,61.2957142857143,17437,7
Australia,Retail,Stable Diffusion,2024,35-44,Startup,42.266,80109,15
Australia,Retail,Stable Diffusion,2024,45-54,Enterprise,53.84,44068,10
Australia,Retail,Stable Diffusion,2024,45-54,SME,39.6988235294118,70590,17
Australia,Retail,Stable Diffusion,2024,45-54,Startup,52.5822222222222,51456,9
Australia,Retail,Stable Diffusion,2024,55+,Enterprise,53.469,60313,10
Australia,Retail,Stable Diffusion,2024,55+,SME,37.8285714285714,83932,14
Australia,Retail,Stable Diffusion,2024,55+,Startup,56.84,52784,9
Australia,Technology,Bard,2023,18-24,Enterprise,45.305,31776,6
Australia,Technology,Bard,2023,18-24,SME,64.965,15120,2
Australia,Technology,Bard,2023,18-24,Startup,59.5466666666667,6489,3
Australia,Technology,Bard,2023,25-34,SME,52.3625,18088,4
Australia,Technology,Bard,2023,25-34,Startup,64.53,7173,1
Australia,Technology,Bard,2023,35-44,Enterprise,56.6875,6730,4
Australia,Technology,Bard,2023,35-44,SME,21.1725,16284,4
Australia,Technology,Bard,2023,35-44,Startup,51.316,28455,5
Australia,Technology,Bard,2023,45-54,Enterprise,88.175,10064,2
Australia,Technology,Bard,2023,45-54,SME,3.99,3706,1
Australia,Technology,Bard,2023,45-54,Startup,59.4142857142857,45426,7
Australia,Technology,Bard,2023,55+,Enterprise,49.915,30742,8
Australia,Technology,Bard,2023,55+,SME,52.5775,16636,4
Australia,Technology,Bard,2023,55+,Startup,60.8742857142857,48657,7
Australia,Technology,Bard,2024,18-24,Enterprise,60.2883333333333,27882,6
Australia,Technology,Bard,2024,18-24,SME,62.6557142857143,31346,7
Australia,Technology,Bard,2024,18-24,Startup,57.3430769230769,73697,13
Australia,Technology,Bard,2024,25-34,Enterprise,58.96,14797,3
Australia,Technology,Bard,2024,25-34,SME,73.5966666666667,23992,6
Australia,Technology,Bard,2024,25-34,Startup,44.381,46864,10
Australia,Technology,Bard,2024,35-44,Enterprise,68.30375,42220,8
Australia,Technology,Bard,2024,35-44,SME,36.585,48416,10
Australia,Technology,Bard,2024,35-44,Startup,49.6838461538462,78760,13
Australia,Technology,Bard,2024,45-54,Enterprise,54.09,101610,16
Australia,Technology,Bard,2024,45-54,SME,33.8925,22187,4
Australia,Technology,Bard,2024,45-54,Startup,61.55,22814,4
Australia,Technology,Bard,2024,55+,Enterprise,48.3833333333333,21558,6
Australia,Technology,Bard,2024,55+,SME,66.618,20583,5
Australia,Technology,Bard,2024,55+,Startup,49.0476923076923,58268,13
Australia,Technology,ChatGPT,2023,18-24,Enterprise,53.77,54499,14
Australia,Technology,ChatGPT,2023,18-24,SME,66.40375,27271,8
Australia,Technology,ChatGPT,2023,18-24,Startup,43.5417647058824,89153,17
Australia,Technology,ChatGPT,2023,25-34,Enterprise,37.0235,100370,20
Australia,Technology,ChatGPT,2023,25-34,SME,40.1015384615385,64851,13
Australia,Technology,ChatGPT,2023,25-34,Startup,67.086,61559,15
Australia,Technology,ChatGPT,2023,35-44,Enterprise,39.7356,101604,25
Australia,Technology,ChatGPT,2023,35-44,SME,48.22375,62103,16
Australia,Technology,ChatGPT,2023,35-44,Startup,50.2022222222222,48269,9
Australia,Technology,ChatGPT,2023,45-54,Enterprise,42.645625,55048,16
Australia,Technology,ChatGPT,2023,45-54,SME,51.6846153846154,60153,13
Australia,Technology,ChatGPT,2023,45-54,Startup,48.1144444444444,102387,18
Australia,Technology,ChatGPT,2023,55+,Enterprise,51.9629411764706,106425,17
Australia,Technology,ChatGPT,2023,55+,SME,43.787,63108,10
Australia,Technology,ChatGPT,2023,55+,Startup,48.3192307692308,72010,13
Australia,Technology,ChatGPT,2024,18-24,Enterprise,49.884,182665,35
Australia,Technology,ChatGPT,2024,18-24,SME,55.1583783783784,197602,37
Australia,Technology,ChatGPT,2024,18-24,Startup,47.4557142857143,193497,35
Australia,Technology,ChatGPT,2024,25-34,Enterprise,45.0257692307692,130613,26
Australia,Technology,ChatGPT,2024,25-34,SME,45.3503333333333,172980,30
Australia,Technology,ChatGPT,2024,25-34,Startup,51.5338095238095,198232,42
Australia,Technology,ChatGPT,2024,35-44,Enterprise,41.7034285714286,182240,35
Australia,Technology,ChatGPT,2024,35-44,SME,56.04675,215688,40
Australia,Technology,ChatGPT,2024,35-44,Startup,50.953488372093,190104,43
Australia,Technology,ChatGPT,2024,45-54,Enterprise,41.3253333333333,163334,30
Australia,Technology,ChatGPT,2024,45-54,SME,52.1016216216216,206300,37
Australia,Technology,ChatGPT,2024,45-54,Startup,53.5464,288481,50
Australia,Technology,ChatGPT,2024,55+,Enterprise,55.1234090909091,222574,44
Australia,Technology,ChatGPT,2024,55+,SME,54.6360526315789,183414,38
Australia,Technology,ChatGPT,2024,55+,Startup,43.0229166666667,116782,24
Australia,Technology,Claude,2023,18-24,Enterprise,42.89,12734,2
Australia,Technology,Claude,2023,18-24,SME,40.42,8871,1
Australia,Technology,Claude,2023,25-34,Enterprise,90.46,4017,1
Australia,Technology,Claude,2023,25-34,SME,29.845,7783,2
Australia,Technology,Claude,2023,25-34,Startup,72.135,8788,2
Australia,Technology,Claude,2023,35-44,Enterprise,29.56,9727,1
Australia,Technology,Claude,2023,35-44,SME,98.22,8282,1
Australia,Technology,Claude,2023,35-44,Startup,40.98,3199,1
Australia,Technology,Claude,2023,45-54,Enterprise,34.5066666666667,7974,3
Australia,Technology,Claude,2023,45-54,SME,31.02,590,1
Australia,Technology,Claude,2023,45-54,Startup,58.335,8541,2
Australia,Technology,Claude,2023,55+,SME,36.05,12904,2
Australia,Technology,Claude,2024,18-24,Enterprise,52.595,38318,12
Australia,Technology,Claude,2024,18-24,SME,44.5116666666667,25863,6
Australia,Technology,Claude,2024,18-24,Startup,94.5133333333333,11701,3
Australia,Technology,Claude,2024,25-34,Enterprise,76.72,17059,4
Australia,Technology,Claude,2024,25-34,SME,68.19,24627,5
Australia,Technology,Claude,2024,25-34,Startup,46.17,7648,3
Australia,Technology,Claude,2024,35-44,Enterprise,53.87,16926,5
Australia,Technology,Claude,2024,35-44,SME,47.11,243,1
Australia,Technology,Claude,2024,35-44,Startup,28.185,8004,2
Australia,Technology,Claude,2024,45-54,Enterprise,65.75,28745,7
Australia,Technology,Claude,2024,45-54,SME,38.3028571428571,28884,7
Australia,Technology,Claude,2024,45-54,Startup,61.94,26797,4
Australia,Technology,Claude,2024,55+,Enterprise,76.39,7894,1
Australia,Technology,Claude,2024,55+,SME,55.2275,17012,4
Australia,Technology,Claude,2024,55+,Startup,46.9057142857143,40305,7
Australia,Technology,Midjourney,2023,18-24,Enterprise,64.8854545454546,59166,11
Australia,Technology,Midjourney,2023,18-24,SME,35.0025,48949,8
Australia,Technology,Midjourney,2023,18-24,Startup,49.6890909090909,43888,11
Australia,Technology,Midjourney,2023,25-34,Enterprise,42.4261538461538,66818,13
Australia,Technology,Midjourney,2023,25-34,SME,47.0566666666667,34380,6
Australia,Technology,Midjourney,2023,25-34,Startup,39.42,79643,15
Australia,Technology,Midjourney,2023,35-44,Enterprise,63.5144444444444,25039,9
Australia,Technology,Midjourney,2023,35-44,SME,55.8290909090909,50213,11
Australia,Technology,Midjourney,2023,35-44,Startup,66.8590909090909,56628,11
Australia,Technology,Midjourney,2023,45-54,Enterprise,49.316,48628,10
Australia,Technology,Midjourney,2023,45-54,SME,50.5011111111111,36784,9
Australia,Technology,Midjourney,2023,45-54,Startup,52.935,50844,12
Australia,Technology,Midjourney,2023,55+,Enterprise,24.32125,39341,8
Australia,Technology,Midjourney,2023,55+,SME,54.92875,32600,8
Australia,Technology,Midjourney,2023,55+,Startup,47.87,52552,8
Australia,Technology,Midjourney,2024,18-24,Enterprise,55.6251851851852,144171,27
Australia,Technology,Midjourney,2024,18-24,SME,43.1457894736842,114309,19
Australia,Technology,Midjourney,2024,18-24,Startup,56.4265714285714,173841,35
Australia,Technology,Midjourney,2024,25-34,Enterprise,48.6240909090909,103906,22
Australia,Technology,Midjourney,2024,25-34,SME,50.8305263157895,109464,19
Australia,Technology,Midjourney,2024,25-34,Startup,44.8442857142857,122613,28
Australia,Technology,Midjourney,2024,35-44,Enterprise,48.3491428571429,161357,35
Australia,Technology,Midjourney,2024,35-44,SME,51.9713793103448,138237,29
Australia,Technology,Midjourney,2024,35-44,Startup,48.1482608695652,102793,23
Australia,Technology,Midjourney,2024,45-54,Enterprise,42.2436363636364,142278,22
Australia,Technology,Midjourney,2024,45-54,SME,54.3377777777778,127837,27
Australia,Technology,Midjourney,2024,45-54,Startup,48.7461538461539,126380,26
Australia,Technology,Midjourney,2024,55+,Enterprise,56.081875,156595,32
Australia,Technology,Midjourney,2024,55+,SME,49.6,119002,23
Australia,Technology,Midjourney,2024,55+,Startup,43.6237931034483,165665,29
Australia,Technology,Stable Diffusion,2023,18-24,Enterprise,24.8,34324,7
Australia,Technology,Stable Diffusion,2023,18-24,SME,64.786,30627,5
Australia,Technology,Stable Diffusion,2023,18-24,Startup,37.5666666666667,37991,6
Australia,Technology,Stable Diffusion,2023,25-34,Enterprise,45.2071428571429,28877,7
Australia,Technology,Stable Diffusion,2023,25-34,SME,46.05125,46186,8
Australia,Technology,Stable Diffusion,2023,25-34,Startup,33.1314285714286,36949,7
Australia,Technology,Stable Diffusion,2023,35-44,Enterprise,52.176,32016,5
Australia,Technology,Stable Diffusion,2023,35-44,SME,70.4214285714286,36991,7
Australia,Technology,Stable Diffusion,2023,35-44,Startup,67.3333333333333,16749,3
Australia,Technology,Stable Diffusion,2023,45-54,Enterprise,43.465,32490,6
Australia,Technology,Stable Diffusion,2023,45-54,SME,55.2075,25653,4
Australia,Technology,Stable Diffusion,2023,45-54,Startup,45.1,16634,5
Australia,Technology,Stable Diffusion,2023,55+,Enterprise,50.9725,25461,8
Australia,Technology,Stable Diffusion,2023,55+,SME,33.38,28365,4
Australia,Technology,Stable Diffusion,2023,55+,Startup,33.625,19509,6
Australia,Technology,Stable Diffusion,2024,18-24,Enterprise,47.7107142857143,79487,14
Australia,Technology,Stable Diffusion,2024,18-24,SME,43.5315384615385,60111,13
Australia,Technology,Stable Diffusion,2024,18-24,Startup,40.081,54577,10
Australia,Technology,Stable Diffusion,2024,25-34,Enterprise,53.4233333333333,72053,12
Australia,Technology,Stable Diffusion,2024,25-34,SME,57.0117647058824,75088,17
Australia,Technology,Stable Diffusion,2024,25-34,Startup,57.751875,92389,16
Australia,Technology,Stable Diffusion,2024,35-44,Enterprise,59.7752941176471,93742,17
Australia,Technology,Stable Diffusion,2024,35-44,SME,44.177,57737,10
Australia,Technology,Stable Diffusion,2024,35-44,Startup,63.35,20445,5
Australia,Technology,Stable Diffusion,2024,45-54,Enterprise,46.9866666666667,79077,18
Australia,Technology,Stable Diffusion,2024,45-54,SME,50.6985714285714,36491,7
Australia,Technology,Stable Diffusion,2024,45-54,Startup,54.9818181818182,54358,11
Australia,Technology,Stable Diffusion,2024,55+,Enterprise,54.4615384615385,69931,13
Australia,Technology,Stable Diffusion,2024,55+,SME,54.62,94334,16
Australia,Technology,Stable Diffusion,2024,55+,Startup,42.8590909090909,56693,11
Australia,Transportation,Bard,2023,18-24,Enterprise,47.67,37250,5
Australia,Transportation,Bard,2023,18-24,SME,41.71,19190,6
Australia,Transportation,Bard,2023,18-24,Startup,85.9,5299,1
Australia,Transportation,Bard,2023,25-34,Enterprise,57.068,21831,5
Australia,Transportation,Bard,2023,25-34,SME,43.8566666666667,36618,6
Australia,Transportation,Bard,2023,25-34,Startup,16.19,4061,1
Australia,Transportation,Bard,2023,35-44,Enterprise,54.7583333333333,18676,6
Australia,Transportation,Bard,2023,35-44,SME,48.25,20788,4
Australia,Transportation,Bard,2023,35-44,Startup,45.3633333333333,12954,3
Australia,Transportation,Bard,2023,45-54,Enterprise,39.9257142857143,25877,7
Australia,Transportation,Bard,2023,45-54,SME,32.6088888888889,55640,9
Australia,Transportation,Bard,2023,45-54,Startup,78.27,18027,3
Australia,Transportation,Bard,2023,55+,Enterprise,48.535,16798,4
Australia,Transportation,Bard,2023,55+,SME,46.25,15738,3
Australia,Transportation,Bard,2023,55+,Startup,20.6233333333333,14223,3
Australia,Transportation,Bard,2024,18-24,Enterprise,46.7007692307692,58083,13
Australia,Transportation,Bard,2024,18-24,SME,65.7825,46289,8
Australia,Transportation,Bard,2024,18-24,Startup,72.2771428571429,46428,7
Australia,Transportation,Bard,2024,25-34,Enterprise,44.7569230769231,82387,13
Australia,Transportation,Bard,2024,25-34,SME,65.1833333333333,33167,6
Australia,Transportation,Bard,2024,25-34,Startup,44.9323529411765,90320,17
Australia,Transportation,Bard,2024,35-44,Enterprise,55.26,50111,9
Australia,Transportation,Bard,2024,35-44,SME,54.5307692307692,72915,13
Australia,Transportation,Bard,2024,35-44,Startup,41.5125,54980,8
Australia,Transportation,Bard,2024,45-54,Enterprise,42.686,57851,10
Australia,Transportation,Bard,2024,45-54,SME,50.77625,27600,8
Australia,Transportation,Bard,2024,45-54,Startup,46.83375,51222,8
Australia,Transportation,Bard,2024,55+,Enterprise,42.437,42663,10
Australia,Transportation,Bard,2024,55+,SME,50.415,46021,6
Australia,Transportation,Bard,2024,55+,Startup,54.179,54930,10
Australia,Transportation,ChatGPT,2023,18-24,Enterprise,43.6335714285714,73574,14
Australia,Transportation,ChatGPT,2023,18-24,SME,46.2114285714286,56038,14
Australia,Transportation,ChatGPT,2023,18-24,Startup,39.285,30572,8
Australia,Transportation,ChatGPT,2023,25-34,Enterprise,47.8915384615385,71580,13
Australia,Transportation,ChatGPT,2023,25-34,SME,55.506,52909,10
Australia,Transportation,ChatGPT,2023,25-34,Startup,48.5796,119938,25
Australia,Transportation,ChatGPT,2023,35-44,Enterprise,45.1546666666667,71116,15
Australia,Transportation,ChatGPT,2023,35-44,SME,55.83,67327,11
Australia,Transportation,ChatGPT,2023,35-44,Startup,44.1190909090909,46703,11
Australia,Transportation,ChatGPT,2023,45-54,Enterprise,56.48125,30385,8
Australia,Transportation,ChatGPT,2023,45-54,SME,58.61,72240,16
Australia,Transportation,ChatGPT,2023,45-54,Startup,62.28,76426,15
Australia,Transportation,ChatGPT,2023,55+,Enterprise,62.4847368421053,98249,19
Australia,Transportation,ChatGPT,2023,55+,SME,37.664,86459,15
Australia,Transportation,ChatGPT,2023,55+,Startup,53.024,113410,20
Australia,Transportation,ChatGPT,2024,18-24,Enterprise,52.4862857142857,185334,35
Australia,Transportation,ChatGPT,2024,18-24,SME,48.7217777777778,222926,45
Australia,Transportation,ChatGPT,2024,18-24,Startup,51.5265853658537,189873,41
Australia,Transportation,ChatGPT,2024,25-34,Enterprise,59.8906451612903,154396,31
Australia,Transportation,ChatGPT,2024,25-34,SME,51.6834285714286,182677,35
Australia,Transportation,ChatGPT,2024,25-34,Startup,52.3111538461538,100526,26
Australia,Transportation,ChatGPT,2024,35-44,Enterprise,50.65,210771,38
Australia,Transportation,ChatGPT,2024,35-44,SME,41.475,145224,34
Australia,Transportation,ChatGPT,2024,35-44,Startup,51.8918181818182,168457,33
Australia,Transportation,ChatGPT,2024,45-54,Enterprise,54.2992105263158,187373,38
Australia,Transportation,ChatGPT,2024,45-54,SME,36.4735135135135,195189,37
Australia,Transportation,ChatGPT,2024,45-54,Startup,51.8585294117647,164180,34
Australia,Transportation,ChatGPT,2024,55+,Enterprise,45.0368292682927,199217,41
Australia,Transportation,ChatGPT,2024,55+,SME,59.7458620689655,151772,29
Australia,Transportation,ChatGPT,2024,55+,Startup,55.2925925925926,157169,27
Australia,Transportation,Claude,2023,18-24,Enterprise,62.49,13242,2
Australia,Transportation,Claude,2023,25-34,Enterprise,63.63,13347,2
Australia,Transportation,Claude,2023,25-34,SME,49.62,19007,2
Australia,Transportation,Claude,2023,25-34,Startup,53.69,6040,1
Australia,Transportation,Claude,2023,35-44,Enterprise,55.295,16610,4
Australia,Transportation,Claude,2023,35-44,SME,32.75,4152,1
Australia,Transportation,Claude,2023,45-54,Enterprise,25.01,8985,2
Australia,Transportation,Claude,2023,55+,Enterprise,54.3425,33131,4
Australia,Transportation,Claude,2023,55+,SME,90.41,17343,3
Australia,Transportation,Claude,2023,55+,Startup,51.15,3196,1
Australia,Transportation,Claude,2024,18-24,Enterprise,36.32,30933,6
